"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
800,"Teemu Antti Valtteri","Leminen","Leminen, Teemu","060590-0004",2,"Testiosoite 800","10799 Helsinki","etunimi.sukunimi.799@example.com",3,801,,8388576,"2018-11-02 11:41:59.734763","2018-11-02 11:41:59.734763",FALSE,FALSE,
809,"Anni Talvikki","Rajamäki","Rajamäki, Anni","050759-0590",5,"Testiosoite 809","10808 Helsinki","etunimi.sukunimi.808@example.com",3,810,,8388596,"2018-11-02 11:41:59.838586","2018-11-02 11:41:59.838586",FALSE,FALSE,
792,"Jukka Juhani","Kinnunen","Kinnunen, Jukka","150388-0768",7,"Testiosoite 792","10791 Helsinki","etunimi.sukunimi.791@example.com",3,793,,8384496,"2018-11-02 11:41:59.650788","2018-11-02 11:41:59.650788",FALSE,FALSE,
784,"Inkeri Eeva Helena","Hakamies","Hakamies, Inkeri","030461-092V",9,"Testiosoite 784","10783 Helsinki","etunimi.sukunimi.783@example.com",3,785,,7340016,"2018-11-02 11:41:59.563695","2018-11-02 11:41:59.563695",FALSE,FALSE,
815,"Matti-Pekka Kalevi","Tujula","Tujula, Matti","090679-0355",1,"Testiosoite 815","10814 Helsinki","etunimi.sukunimi.814@example.com",3,816,,8388602,"2018-11-02 11:41:59.914516","2018-11-02 11:41:59.914516",FALSE,FALSE,
802,"Emilia Helena","Lyytinen","Lyytinen, Emilia","010681-0234",7,"Testiosoite 802","10801 Helsinki","etunimi.sukunimi.801@example.com",3,803,,8388588,"2018-11-02 11:41:59.756272","2018-11-02 11:41:59.756272",FALSE,FALSE,
781,"Lari Pekka Jaakkima","Ahokas","Ahokas, Lari","120762-034F",4,"Testiosoite 781","10780 Helsinki","etunimi.sukunimi.780@example.com",3,782,,-16,"2018-11-02 11:41:59.532157","2018-11-02 11:41:59.532157",FALSE,FALSE,
785,"Pasi Sakari","Hario","Hario, Pasi","301276-029K",1,"Testiosoite 785","10784 Helsinki","etunimi.sukunimi.784@example.com",3,786,,7864304,"2018-11-02 11:41:59.5744","2018-11-02 11:41:59.5744",FALSE,FALSE,
793,"Anne Katariina","Kiviharju","Kiviharju, Anne","300266-0697",11,"Testiosoite 793","10792 Helsinki","etunimi.sukunimi.792@example.com",3,794,,8386544,"2018-11-02 11:41:59.660847","2018-11-02 11:41:59.660847",FALSE,FALSE,
782,"Heta Kristiina","Björklund","Björklund, Heta","111265-009U",7,"Testiosoite 782","10781 Helsinki","etunimi.sukunimi.781@example.com",3,783,,4194288,"2018-11-02 11:41:59.542545","2018-11-02 11:41:59.542545",FALSE,FALSE,
783,"Elisa Annina","Gylling","Gylling, Elisa","120173-0887",11,"Testiosoite 783","10782 Helsinki","etunimi.sukunimi.782@example.com",3,784,,6291440,"2018-11-02 11:41:59.553125","2018-11-02 11:41:59.553125",FALSE,FALSE,
786,"Irina Saana Susanna","Heikkinen","Heikkinen, Irina","101089-0503",10,"Testiosoite 786","10785 Helsinki","etunimi.sukunimi.785@example.com",3,787,,8126448,"2018-11-02 11:41:59.585377","2018-11-02 11:41:59.585377",FALSE,FALSE,
806,"Maria Emilia","Mikkonen","Mikkonen, Maria","270464-024X",10,"Testiosoite 806","10805 Helsinki","etunimi.sukunimi.805@example.com",3,807,,8388593,"2018-11-02 11:41:59.802039","2018-11-02 11:41:59.802039",FALSE,FALSE,
787,"Essi Johanna","Heiskanen","Heiskanen, Essi","210668-0640",6,"Testiosoite 787","10786 Helsinki","etunimi.sukunimi.786@example.com",3,788,,8257520,"2018-11-02 11:41:59.596022","2018-11-02 11:41:59.596022",FALSE,FALSE,
816,"Juha Ensio","Töyrylä","Töyrylä, Juha","181284-027U",10,"Testiosoite 816","10815 Helsinki","etunimi.sukunimi.815@example.com",3,817,,8388603,"2018-11-02 11:41:59.92657","2018-11-02 11:41:59.92657",FALSE,FALSE,
799,"Petri Juhani","Leinonen","Leinonen, Petri","290379-039S",5,"Testiosoite 799","10798 Helsinki","etunimi.sukunimi.798@example.com",3,800,,8388560,"2018-11-02 11:41:59.724238","2018-11-02 11:41:59.724238",FALSE,FALSE,
796,"Jaakko Aleksanteri","Kölhi","Kölhi, Jaakko","200388-045F",10,"Testiosoite 796","10795 Helsinki","etunimi.sukunimi.795@example.com",3,797,,8388336,"2018-11-02 11:41:59.692606","2018-11-02 11:41:59.692606",FALSE,FALSE,
819,"Anna Katariina","Ylitalo","Ylitalo, Anna","180367-094B",5,"Testiosoite 819","10818 Helsinki","etunimi.sukunimi.818@example.com",3,820,,8388606,"2018-11-02 11:41:59.96485","2018-11-02 11:41:59.96485",FALSE,FALSE,
804,"Emi Teresa","Maeda","Maeda, Emi","070389-051J",9,"Testiosoite 804","10803 Helsinki","etunimi.sukunimi.803@example.com",3,805,,8388591,"2018-11-02 11:41:59.777805","2018-11-02 11:41:59.777805",FALSE,FALSE,
808,"Antti Tapani","Pynttäri","Pynttäri, Antti","080684-0122",8,"Testiosoite 808","10807 Helsinki","etunimi.sukunimi.807@example.com",3,809,,8388595,"2018-11-02 11:41:59.826467","2018-11-02 11:41:59.826467",FALSE,FALSE,
790,"Hennileena Sofia","Kankaanranta","Kankaanranta, Hennileena","260461-022E",2,"Testiosoite 790","10789 Helsinki","etunimi.sukunimi.789@example.com",3,791,,8372208,"2018-11-02 11:41:59.629079","2018-11-02 11:41:59.629079",FALSE,FALSE,
798,"Jouni Ilari","Lavikainen","Lavikainen, Jouni","111267-084S",8,"Testiosoite 798","10797 Helsinki","etunimi.sukunimi.797@example.com",3,799,,8388528,"2018-11-02 11:41:59.713631","2018-11-02 11:41:59.713631",FALSE,FALSE,
797,"Suvi Tuuli","Laakso","Laakso, Suvi","081151-0349",6,"Testiosoite 797","10796 Helsinki","etunimi.sukunimi.796@example.com",3,798,,8388464,"2018-11-02 11:41:59.70338","2018-11-02 11:41:59.70338",FALSE,FALSE,
788,"Lari Tapio","Heiskari","Heiskari, Tapio","310357-048N",8,"Testiosoite 788","10787 Helsinki","etunimi.sukunimi.787@example.com",3,789,,8323056,"2018-11-02 11:41:59.606536","2018-11-02 11:41:59.606536",FALSE,FALSE,
803,"Niina Mirjami","Lätti","Lätti, Niina","260960-0836",11,"Testiosoite 803","10802 Helsinki","etunimi.sukunimi.802@example.com",3,804,,8388590,"2018-11-02 11:41:59.76729","2018-11-02 11:41:59.76729",FALSE,FALSE,
794,"Katri Inkeri","Korolainen-Virkajärvi","Korolainen-Virkajärvi, Katri","270857-010W",9,"Testiosoite 794","10793 Helsinki","etunimi.sukunimi.793@example.com",3,795,,8387568,"2018-11-02 11:41:59.671851","2018-11-02 11:41:59.671851",FALSE,FALSE,
801,"Anni Emilia","Lindholm","Lindholm, Anni","260376-0702",4,"Testiosoite 801","10800 Helsinki","etunimi.sukunimi.800@example.com",3,802,,8388584,"2018-11-02 11:41:59.745216","2018-11-02 11:41:59.745216",FALSE,FALSE,
795,"Tatu Iivari","Koutonen","Koutonen, Iivari","291165-0919",1,"Testiosoite 795","10794 Helsinki","etunimi.sukunimi.794@example.com",3,796,,8388080,"2018-11-02 11:41:59.682453","2018-11-02 11:41:59.682453",FALSE,FALSE,
810,"Magnus Edward","Rask","Rask, Magnus","011056-049R",2,"Testiosoite 810","10809 Helsinki","etunimi.sukunimi.809@example.com",3,811,,8388597,"2018-11-02 11:41:59.85068","2018-11-02 11:41:59.85068",FALSE,FALSE,
813,"Svante Fredrik Gustaf","Thilman","Thilman, Svante","280172-0801",11,"Testiosoite 813","10812 Helsinki","etunimi.sukunimi.812@example.com",3,814,,8388600,"2018-11-02 11:41:59.888568","2018-11-02 11:41:59.888568",FALSE,FALSE,
789,"Lauri Johannes","Kallio","Kallio, Lauri","030962-0316",5,"Testiosoite 789","10788 Helsinki","etunimi.sukunimi.788@example.com",3,790,,8355824,"2018-11-02 11:41:59.618716","2018-11-02 11:41:59.618716",FALSE,FALSE,
817,"Sonja Aino Elina","Virta","Virta, Sonja","221064-089M",6,"Testiosoite 817","10816 Helsinki","etunimi.sukunimi.816@example.com",3,818,,8388604,"2018-11-02 11:41:59.939629","2018-11-02 11:41:59.939629",FALSE,FALSE,
818,"Aino-Reetta Aleksandra","Väänänen","Väänänen, Aino","060680-042P",8,"Testiosoite 818","10817 Helsinki","etunimi.sukunimi.817@example.com",3,819,,8388605,"2018-11-02 11:41:59.952649","2018-11-02 11:41:59.952649",FALSE,FALSE,
812,"Jaakko Pekka Juhana","Soudunsaari","Soudunsaari, Jaakko","230352-089J",7,"Testiosoite 812","10811 Helsinki","etunimi.sukunimi.811@example.com",3,813,,8388599,"2018-11-02 11:41:59.875556","2018-11-02 11:41:59.875556",FALSE,FALSE,
807,"Elina Kristiina","Peltonen","Peltonen, Elina","120956-015X",6,"Testiosoite 807","10806 Helsinki","etunimi.sukunimi.806@example.com",3,808,,8388594,"2018-11-02 11:41:59.814684","2018-11-02 11:41:59.814684",FALSE,FALSE,
811,"Matti Tuomas","Renvall","Renvall, Tuomas","311261-0512",4,"Testiosoite 811","10810 Helsinki","etunimi.sukunimi.810@example.com",3,812,,8388598,"2018-11-02 11:41:59.863033","2018-11-02 11:41:59.863033",FALSE,FALSE,
820,"Turo Johannes","Ylitalo","Ylitalo, Turo","180660-085N",2,"Testiosoite 820","10819 Helsinki","etunimi.sukunimi.819@example.com",3,821,,8388607,"2018-11-02 11:41:59.978522","2018-11-02 11:41:59.978522",FALSE,FALSE,
821,"Laura Jannica","Aalto","Aalto, Jannica","230576-044W",4,"Testiosoite 821","10820 Helsinki","etunimi.sukunimi.820@example.com",6,822,,0,"2018-11-02 11:41:59.989441","2018-11-02 11:41:59.989441",FALSE,FALSE,
822,"Sini Maria","Alkio","Alkio, Sini","300489-0826",7,"Testiosoite 822","10821 Helsinki","etunimi.sukunimi.821@example.com",6,823,,4194304,"2018-11-02 11:42:00.000392","2018-11-02 11:42:00.000392",FALSE,FALSE,
823,"Reko Heikki Pellervo","Hynönen","Hynönen, Reko","260856-028K",11,"Testiosoite 823","10822 Helsinki","etunimi.sukunimi.822@example.com",6,824,,6291456,"2018-11-02 11:42:00.013025","2018-11-02 11:42:00.013025",FALSE,FALSE,
824,"Terhi Tuuli","Järvinen","Järvinen, Terhi","270871-036B",9,"Testiosoite 824","10823 Helsinki","etunimi.sukunimi.823@example.com",6,825,,7340032,"2018-11-02 11:42:00.025126","2018-11-02 11:42:00.025126",FALSE,FALSE,
825,"Risto Eemeli","Karinkanta","Karinkanta, Risto","240783-095L",1,"Testiosoite 825","10824 Helsinki","etunimi.sukunimi.824@example.com",6,826,,7864320,"2018-11-02 11:42:00.035986","2018-11-02 11:42:00.035986",FALSE,FALSE,
826,"Matias Paavali","Käkelä","Käkelä, Matias","110665-0123",10,"Testiosoite 826","10825 Helsinki","etunimi.sukunimi.825@example.com",6,827,,8126464,"2018-11-02 11:42:00.047183","2018-11-02 11:42:00.047183",FALSE,FALSE,
827,"Merli Karoliina","Lahtinen","Lahtinen, Merli","230558-084J",6,"Testiosoite 827","10826 Helsinki","etunimi.sukunimi.826@example.com",6,828,,8257536,"2018-11-02 11:42:00.058876","2018-11-02 11:42:00.058876",FALSE,FALSE,
828,"Tiera Olavi","Lahtinen","Lahtinen, Tilli","101280-079A",8,"Testiosoite 828","10827 Helsinki","etunimi.sukunimi.827@example.com",6,829,,8323072,"2018-11-02 11:42:00.069603","2018-11-02 11:42:00.069603",FALSE,FALSE,
829,"Marko Johannes","Lehtimäki","Lehtimäki, Marko","261184-0287",5,"Testiosoite 829","10828 Helsinki","etunimi.sukunimi.828@example.com",6,830,,8355840,"2018-11-02 11:42:00.080319","2018-11-02 11:42:00.080319",FALSE,FALSE,
830,"Jason Robert","McKee","McKee, Jason","130485-007S",2,"Testiosoite 830","10829 Helsinki","etunimi.sukunimi.829@example.com",6,831,,8372224,"2018-11-02 11:42:00.090613","2018-11-02 11:42:00.090613",FALSE,FALSE,
831,"Eija Maarit Sofia","Muhonen","Muhonen, Eija","100676-090T",4,"Testiosoite 831","10830 Helsinki","etunimi.sukunimi.830@example.com",6,832,,8380416,"2018-11-02 11:42:00.100942","2018-11-02 11:42:00.100942",FALSE,FALSE,
832,"Markus Erkki Tapani","Penttilä","Penttilä, Markus","021158-078M",7,"Testiosoite 832","10831 Helsinki","etunimi.sukunimi.831@example.com",6,833,,8384512,"2018-11-02 11:42:00.111527","2018-11-02 11:42:00.111527",FALSE,FALSE,
833,"Pekka Antti Ilmari","Rantala","Rantala, Pekka","011274-0268",11,"Testiosoite 833","10832 Helsinki","etunimi.sukunimi.832@example.com",6,834,,8386560,"2018-11-02 11:42:00.122643","2018-11-02 11:42:00.122643",FALSE,FALSE,
834,"Sami Edvard","Rantanen","Rantanen, Sami","120769-008E",9,"Testiosoite 834","10833 Helsinki","etunimi.sukunimi.833@example.com",6,835,,8387584,"2018-11-02 11:42:00.133209","2018-11-02 11:42:00.133209",FALSE,FALSE,
835,"Sanna Marjaana","Särkikoski","Särkikoski, Sanna","260584-004L",1,"Testiosoite 835","10834 Helsinki","etunimi.sukunimi.834@example.com",6,836,,8388096,"2018-11-02 11:42:00.143912","2018-11-02 11:42:00.143912",FALSE,FALSE,
836,"Ilmo Werner","Teikari","Teikari, Ilmo","060284-080R",10,"Testiosoite 836","10835 Helsinki","etunimi.sukunimi.835@example.com",6,837,,8388352,"2018-11-02 11:42:00.154467","2018-11-02 11:42:00.154467",FALSE,FALSE,
837,"Jere Olavi","Tupala","Tupala, Jere","210370-047J",6,"Testiosoite 837","10836 Helsinki","etunimi.sukunimi.836@example.com",6,838,,8388480,"2018-11-02 11:42:00.166242","2018-11-02 11:42:00.166242",FALSE,FALSE,
838,"Tommi Johannes","Fast","Fast, Tommi 'Tommy'","010481-061R",8,"Testiosoite 838","10837 Helsinki","etunimi.sukunimi.837@example.com",8,839,,0,"2018-11-02 11:42:00.180255","2018-11-02 11:42:00.180255",FALSE,FALSE,
839,"Lauri Ville Oskari","Hietajärvi","Hietajärvi, Lauri","121281-082Y",5,"Testiosoite 839","10838 Helsinki","etunimi.sukunimi.838@example.com",8,840,,4194304,"2018-11-02 11:42:00.194174","2018-11-02 11:42:00.194174",FALSE,FALSE,
840,"Eero-Matti Olavi","Koivisto","Koivisto, Eero-Matti 'Ere'","070166-073P",2,"Testiosoite 840","10839 Helsinki","etunimi.sukunimi.839@example.com",8,841,,6291456,"2018-11-02 11:42:00.204917","2018-11-02 11:42:00.204917",FALSE,FALSE,
841,"Marina","Lampinen","Lampinen, Marina","280167-005A",4,"Testiosoite 841","10840 Helsinki","etunimi.sukunimi.840@example.com",8,842,,7340032,"2018-11-02 11:42:00.215789","2018-11-02 11:42:00.215789",FALSE,FALSE,
842,"Sonja Annika","Laurila","Laurila, Sonja","040267-035L",7,"Testiosoite 842","10841 Helsinki","etunimi.sukunimi.841@example.com",8,843,,7864320,"2018-11-02 11:42:00.226519","2018-11-02 11:42:00.226519",FALSE,FALSE,
843,"Saara Johanna","Myllyntausta","Myllyntausta, Saara","071260-0786",11,"Testiosoite 843","10842 Helsinki","etunimi.sukunimi.842@example.com",8,844,,8126464,"2018-11-02 11:42:00.237494","2018-11-02 11:42:00.237494",FALSE,FALSE,
844,"Reetta-Maija Karoliina","Nurmi","Nurmi, Reetta","040176-0376",9,"Testiosoite 844","10843 Helsinki","etunimi.sukunimi.843@example.com",8,845,,8257536,"2018-11-02 11:42:00.24765","2018-11-02 11:42:00.24765",FALSE,FALSE,
845,"Suvi Saara Maria","Pulkkinen","Pulkkinen, Suvi","150553-062C",1,"Testiosoite 845","10844 Helsinki","etunimi.sukunimi.844@example.com",8,846,,8323072,"2018-11-02 11:42:00.258119","2018-11-02 11:42:00.258119",FALSE,FALSE,
846,"Perttu Olavi Jaakonpoika","Pöyhönen","Pöyhönen, Perttu","300268-0770",10,"Testiosoite 846","10845 Helsinki","etunimi.sukunimi.845@example.com",8,847,,8355840,"2018-11-02 11:42:00.268591","2018-11-02 11:42:00.268591",FALSE,FALSE,
847,"Tiina Kaarina","Rautio","Rautio, Tiina","230488-0158",6,"Testiosoite 847","10846 Helsinki","etunimi.sukunimi.846@example.com",8,848,,8372224,"2018-11-02 11:42:00.27918","2018-11-02 11:42:00.27918",FALSE,FALSE,
848,"Veli-Matti","Rinnetmäki","Rinnetmäki, Veli-Matti 'Velkka'","290951-076K",8,"Testiosoite 848","10847 Helsinki","etunimi.sukunimi.847@example.com",8,849,,8380416,"2018-11-02 11:42:00.290171","2018-11-02 11:42:00.290171",FALSE,FALSE,
849,"Markus Jouko Juhana","Ropponen","Ropponen, Markus","110564-0187",5,"Testiosoite 849","10848 Helsinki","etunimi.sukunimi.848@example.com",8,850,,8384512,"2018-11-02 11:42:00.300977","2018-11-02 11:42:00.300977",FALSE,FALSE,
857,"Ilari Matti Olavi","Huhtasalo","Huhtasalo, Ilari","040850-061W",6,"Testiosoite 857","10856 Helsinki","etunimi.sukunimi.856@example.com",13,858,,8323070,"2018-11-02 11:42:00.386596","2018-11-02 11:42:00.386596",FALSE,FALSE,
866,"Simo Rafael","Lemmetyinen","Lemmetyinen, Simo","010851-0850",10,"Testiosoite 866","10865 Helsinki","etunimi.sukunimi.865@example.com",13,867,,8388478,"2018-11-02 11:42:00.486216","2018-11-02 11:42:00.486216",FALSE,FALSE,
867,"Saara Ilona","Nykänen","Nykänen, Saara","030169-005P",6,"Testiosoite 867","10866 Helsinki","etunimi.sukunimi.866@example.com",13,868,,8388542,"2018-11-02 11:42:00.496874","2018-11-02 11:42:00.496874",FALSE,FALSE,
851,"Ida Maria","Beckmann","Beckmann, Ida","180963-072E",4,"Testiosoite 851","10850 Helsinki","etunimi.sukunimi.850@example.com",13,852,,4194302,"2018-11-02 11:42:00.322729","2018-11-02 11:42:00.322729",FALSE,FALSE,
862,"Jussi Antero","Laitinen","Laitinen, Jussi","121255-068T",7,"Testiosoite 862","10861 Helsinki","etunimi.sukunimi.861@example.com",13,863,,8386558,"2018-11-02 11:42:00.441224","2018-11-02 11:42:00.441224",FALSE,FALSE,
870,"Jenni Karoliina","Puumala","Puumala, Jenni","160672-0755",2,"Testiosoite 870","10869 Helsinki","etunimi.sukunimi.869@example.com",13,871,,8388598,"2018-11-02 11:42:00.529037","2018-11-02 11:42:00.529037",FALSE,FALSE,
872,"Veronica Anna Patricia","Saarela","Saarela, Veronica","101267-062D",7,"Testiosoite 872","10871 Helsinki","etunimi.sukunimi.871@example.com",13,873,,8388604,"2018-11-02 11:42:00.55064","2018-11-02 11:42:00.55064",FALSE,FALSE,
874,"Niilo Akseli Markunpoika","Toivonen","Toivonen, Niilo","070990-012C",9,"Testiosoite 874","10873 Helsinki","etunimi.sukunimi.873@example.com",13,875,,8388606,"2018-11-02 11:42:00.578739","2018-11-02 11:42:00.578739",FALSE,FALSE,
850,"Mikko Antero","Aaltonen","Aaltonen, Mikko","300755-0925",2,"Testiosoite 850","10849 Helsinki","etunimi.sukunimi.849@example.com",13,851,,-2,"2018-11-02 11:42:00.311923","2018-11-02 11:42:00.311923",FALSE,FALSE,
858,"Marie Anneli","Häkkinen","Häkkinen, Marie","010185-0898",8,"Testiosoite 858","10857 Helsinki","etunimi.sukunimi.857@example.com",13,859,,8355838,"2018-11-02 11:42:00.398085","2018-11-02 11:42:00.398085",FALSE,FALSE,
861,"Helena Karolina","Kouvola","Kouvola, Karolina","160850-0166",4,"Testiosoite 861","10860 Helsinki","etunimi.sukunimi.860@example.com",13,862,,8384510,"2018-11-02 11:42:00.430508","2018-11-02 11:42:00.430508",FALSE,FALSE,
873,"Sakari Henrik","Similä","Similä, Sakari 'Sakke'","190382-054K",11,"Testiosoite 873","10872 Helsinki","etunimi.sukunimi.872@example.com",13,874,,8388605,"2018-11-02 11:42:00.560965","2018-11-02 11:42:00.560965",FALSE,FALSE,
860,"Tuuli Maria","Kotisaari","Kotisaari, Tuuli","220766-095X",2,"Testiosoite 860","10859 Helsinki","etunimi.sukunimi.859@example.com",13,861,,8380414,"2018-11-02 11:42:00.420406","2018-11-02 11:42:00.420406",FALSE,FALSE,
865,"Laura Helena","Leipakka","Leipakka, Laura","290466-030X",1,"Testiosoite 865","10864 Helsinki","etunimi.sukunimi.864@example.com",13,866,,8388350,"2018-11-02 11:42:00.473727","2018-11-02 11:42:00.473727",FALSE,FALSE,
868,"Minna Hannele","Oksanen","Oksanen, Minna","280683-000A",8,"Testiosoite 868","10867 Helsinki","etunimi.sukunimi.867@example.com",13,869,,8388574,"2018-11-02 11:42:00.507916","2018-11-02 11:42:00.507916",FALSE,FALSE,
852,"Laura Maria","Elomaa","Elomaa, Laura","301167-096L",7,"Testiosoite 852","10851 Helsinki","etunimi.sukunimi.851@example.com",13,853,,6291454,"2018-11-02 11:42:00.333258","2018-11-02 11:42:00.333258",FALSE,FALSE,
859,"Saara-Maria","Jurva","Jurva, Saara-Maria","040967-056X",5,"Testiosoite 859","10858 Helsinki","etunimi.sukunimi.858@example.com",13,860,,8372222,"2018-11-02 11:42:00.408861","2018-11-02 11:42:00.408861",FALSE,FALSE,
863,"Juha Erkki Tapio","Leinonen","Leinonen, Juha","251290-0012",11,"Testiosoite 863","10862 Helsinki","etunimi.sukunimi.862@example.com",13,864,,8387582,"2018-11-02 11:42:00.452011","2018-11-02 11:42:00.452011",FALSE,FALSE,
856,"Milla Mari","Hillberg","Hillberg, Milla","240352-075R",10,"Testiosoite 856","10855 Helsinki","etunimi.sukunimi.855@example.com",13,857,,8257534,"2018-11-02 11:42:00.375579","2018-11-02 11:42:00.375579",FALSE,FALSE,
869,"Jukka Tapio","Peltola","Peltola, Jukka","310589-073B",5,"Testiosoite 869","10868 Helsinki","etunimi.sukunimi.868@example.com",13,870,,8388590,"2018-11-02 11:42:00.518665","2018-11-02 11:42:00.518665",FALSE,FALSE,
855,"Minna Marita","Hautala","Hautala, Minna","210959-073C",1,"Testiosoite 855","10854 Helsinki","etunimi.sukunimi.854@example.com",13,856,,8126462,"2018-11-02 11:42:00.365417","2018-11-02 11:42:00.365417",FALSE,FALSE,
864,"Tapio Henrikki","Leinonen","Leinonen, Tapio","241279-0184",9,"Testiosoite 864","10863 Helsinki","etunimi.sukunimi.863@example.com",13,865,,8388094,"2018-11-02 11:42:00.462803","2018-11-02 11:42:00.462803",FALSE,FALSE,
871,"Joonas Jalmari","Rajatalo","Rajatalo, Joonas 'Jallu'","030154-026H",4,"Testiosoite 871","10870 Helsinki","etunimi.sukunimi.870@example.com",13,872,,8388602,"2018-11-02 11:42:00.539894","2018-11-02 11:42:00.539894",FALSE,FALSE,
854,"Riitta Sannaliisa","Haapa-aho","Haapa-aho, Riitta","110355-021C",9,"Testiosoite 854","10853 Helsinki","etunimi.sukunimi.853@example.com",13,855,,7864318,"2018-11-02 11:42:00.354547","2018-11-02 11:42:00.354547",FALSE,FALSE,
853,"Vesa Juhani Kristian","Engström","Engström, Vesa","170868-045D",11,"Testiosoite 853","10852 Helsinki","etunimi.sukunimi.852@example.com",13,854,,7340030,"2018-11-02 11:42:00.343642","2018-11-02 11:42:00.343642",FALSE,FALSE,
875,"Tiia Johanna","Trogen","Trogen, Tiia","100980-071M",1,"Testiosoite 875","10874 Helsinki","etunimi.sukunimi.874@example.com",13,876,,8388607,"2018-11-02 11:42:00.594231","2018-11-02 11:42:00.594231",FALSE,FALSE,
876,"Tuomas Hermanni","Helminen","Helminen, Tuomas","170761-001C",10,"Testiosoite 876","10875 Helsinki","etunimi.sukunimi.875@example.com",12,877,,0,"2018-11-02 11:42:00.607648","2018-11-02 11:42:00.607648",FALSE,FALSE,
877,"Jaakko Matias","Hovi","Hovi, Jaakko","241075-0417",6,"Testiosoite 877","10876 Helsinki","etunimi.sukunimi.876@example.com",12,878,,4194304,"2018-11-02 11:42:00.620454","2018-11-02 11:42:00.620454",FALSE,FALSE,
